id,year,time_id,stage_id,gameday_id,capa,tv_num,home_id,away_id,temperature,humidity_id,weather_id,y
14011,2012.0,1904.0,1.0,317.0,49970.0,5.0,41.0,23.0,7.6,83.0,29.0,21757.0
14012,2012.0,1303.0,1.0,324.0,19694.0,3.0,17.0,25.0,8.9,57.0,25.0,11831.0
14013,2012.0,1304.0,1.0,324.0,50000.0,3.0,10.0,39.0,10.6,60.0,23.0,14349.0
14014,2012.0,1404.0,1.0,324.0,26530.0,4.0,26.0,15.0,10.3,77.0,29.0,14777.0
14015,2012.0,1404.0,1.0,324.0,30132.0,3.0,21.0,41.0,12.4,51.0,2.0,11839.0
14016,2012.0,1504.0,1.0,324.0,24490.0,3.0,9.0,33.0,12.7,30.0,2.0,10611.0
14017,2012.0,1603.0,1.0,324.0,39232.0,3.0,8.0,36.0,20.6,35.0,1.0,20192.0
14018,2012.0,1904.0,1.0,324.0,15349.0,4.0,31.0,37.0,8.6,52.0,2.0,12209.0
14019,2012.0,1603.0,1.0,325.0,20000.0,3.0,23.0,2.0,6.4,58.0,10.0,10603.0
14020,2012.0,1903.0,1.0,325.0,21000.0,3.0,6.0,14.0,4.6,56.0,13.0,15072.0
14021,2012.0,1303.0,1.0,331.0,15600.0,3.0,25.0,23.0,18.0,73.0,15.0,7936.0
14022,2012.0,1404.0,1.0,331.0,49970.0,4.0,41.0,10.0,16.3,82.0,27.0,16229.0
14023,2012.0,1503.0,1.0,331.0,63700.0,4.0,36.0,26.0,10.0,65.0,27.0,25743.0
14024,2012.0,1504.0,1.0,331.0,15165.0,4.0,14.0,31.0,12.8,62.0,2.0,9042.0
14025,2012.0,1504.0,1.0,331.0,19628.0,3.0,15.0,17.0,12.4,49.0,28.0,9598.0
14026,2012.0,1603.0,1.0,331.0,42300.0,3.0,2.0,6.0,7.1,64.0,27.0,16836.0
14027,2012.0,1834.0,1.0,331.0,20281.0,3.0,37.0,8.0,10.9,47.0,2.0,14216.0
14028,2012.0,1903.0,1.0,331.0,72327.0,3.0,33.0,39.0,9.4,50.0,15.0,22126.0
14029,2012.0,1904.0,1.0,331.0,24490.0,4.0,9.0,21.0,10.1,25.0,2.0,7719.0
14030,2012.0,1405.0,1.0,407.0,39232.0,4.0,8.0,31.0,20.8,32.0,1.0,14023.0
14031,2012.0,1403.0,1.0,407.0,19694.0,5.0,17.0,14.0,6.1,53.0,13.0,13147.0
14032,2012.0,1403.0,1.0,407.0,40000.0,5.0,23.0,9.0,9.6,26.0,2.0,13824.0
14033,2012.0,1404.0,1.0,407.0,30132.0,3.0,21.0,37.0,12.0,28.0,2.0,12709.0
14034,2012.0,1504.0,1.0,407.0,42300.0,4.0,2.0,33.0,3.4,63.0,13.0,15854.0
14035,2012.0,1603.0,1.0,407.0,15600.0,3.0,25.0,15.0,9.8,20.0,13.0,8180.0
14036,2012.0,1704.0,1.0,407.0,40728.0,3.0,39.0,36.0,9.3,31.0,3.0,23507.0
14037,2012.0,1904.0,1.0,407.0,50000.0,4.0,10.0,6.0,3.4,76.0,2.0,12318.0
14038,2012.0,1603.0,1.0,408.0,26530.0,3.0,26.0,41.0,12.9,35.0,2.0,20996.0
14039,2012.0,1303.0,1.0,414.0,15349.0,3.0,31.0,17.0,10.2,93.0,27.0,12318.0
14040,2012.0,1304.0,1.0,414.0,49970.0,3.0,41.0,39.0,10.3,87.0,27.0,19279.0
14041,2012.0,1403.0,1.0,414.0,15454.0,3.0,33.0,25.0,11.6,80.0,27.0,7101.0
14042,2012.0,1504.0,1.0,414.0,63700.0,4.0,36.0,21.0,10.4,78.0,27.0,25894.0
14043,2012.0,1604.0,1.0,414.0,20281.0,3.0,37.0,14.0,14.0,76.0,27.0,16334.0
14044,2012.0,1603.0,1.0,414.0,40000.0,3.0,23.0,8.0,15.4,70.0,1.0,12896.0
14045,2012.0,1834.0,1.0,414.0,24490.0,3.0,9.0,10.0,15.5,54.0,2.0,9735.0
14046,2012.0,1904.0,1.0,414.0,21000.0,4.0,6.0,26.0,11.8,43.0,2.0,17134.0
14047,2012.0,1904.0,1.0,414.0,19628.0,3.0,15.0,2.0,13.6,43.0,2.0,9154.0
14048,2012.0,1404.0,1.0,421.0,39232.0,4.0,8.0,26.0,22.3,36.0,1.0,11119.0
14049,2012.0,1403.0,1.0,421.0,15165.0,4.0,14.0,33.0,19.9,53.0,2.0,11965.0
14050,2012.0,1404.0,1.0,421.0,30132.0,4.0,21.0,31.0,22.3,47.0,2.0,10859.0
14051,2012.0,1405.0,1.0,421.0,50000.0,4.0,10.0,23.0,19.9,65.0,13.0,11123.0
14052,2012.0,1503.0,1.0,421.0,40728.0,3.0,39.0,15.0,13.5,50.0,23.0,12110.0
14053,2012.0,1705.0,1.0,421.0,17000.0,3.0,9.0,2.0,18.0,78.0,27.0,5432.0
14054,2012.0,1833.0,1.0,421.0,15600.0,3.0,25.0,36.0,12.1,58.0,13.0,12709.0
14055,2012.0,1904.0,1.0,421.0,19694.0,4.0,17.0,41.0,10.4,55.0,2.0,17192.0
14056,2012.0,1903.0,1.0,422.0,21000.0,3.0,6.0,37.0,15.3,79.0,13.0,8548.0
14057,2012.0,1304.0,1.0,428.0,49970.0,4.0,41.0,37.0,24.6,47.0,2.0,22405.0
14058,2012.0,1303.0,1.0,428.0,20000.0,3.0,23.0,36.0,27.5,34.0,2.0,18138.0
14059,2012.0,1404.0,1.0,428.0,15349.0,3.0,31.0,9.0,18.9,75.0,2.0,10351.0
14060,2012.0,1503.0,1.0,428.0,26530.0,3.0,26.0,10.0,24.1,50.0,2.0,19895.0
14061,2012.0,1534.0,1.0,428.0,40728.0,4.0,39.0,6.0,15.4,71.0,2.0,17583.0
14062,2012.0,1603.0,1.0,428.0,15600.0,3.0,25.0,8.0,21.4,65.0,2.0,8435.0
14063,2012.0,1603.0,1.0,428.0,72327.0,3.0,33.0,21.0,23.0,55.0,2.0,21054.0
14064,2012.0,1603.0,1.0,428.0,42300.0,3.0,2.0,17.0,20.6,39.0,2.0,24637.0
14065,2012.0,1904.0,1.0,428.0,19628.0,4.0,15.0,14.0,19.0,74.0,2.0,12183.0
14066,2012.0,1403.0,1.0,503.0,19620.0,3.0,8.0,15.0,16.3,70.0,13.0,9596.0
14067,2012.0,1404.0,1.0,503.0,30132.0,4.0,21.0,25.0,23.3,59.0,1.0,11672.0
14068,2012.0,1503.0,1.0,503.0,26530.0,3.0,26.0,14.0,18.5,88.0,27.0,15671.0
14069,2012.0,1604.0,1.0,503.0,50000.0,5.0,10.0,2.0,20.1,65.0,13.0,17826.0
14070,2012.0,1604.0,1.0,503.0,24490.0,3.0,9.0,17.0,20.0,60.0,13.0,18113.0
14071,2012.0,1905.0,1.0,503.0,63700.0,5.0,36.0,33.0,19.1,90.0,29.0,44422.0
14072,2012.0,1901.0,1.0,503.0,20281.0,4.0,37.0,39.0,19.1,90.0,13.0,18393.0
14073,2012.0,1904.0,1.0,627.0,54224.0,3.0,41.0,31.0,21.2,62.0,2.0,25813.0
14074,2012.0,1903.0,1.0,627.0,21000.0,3.0,6.0,23.0,23.3,62.0,13.0,10840.0
14075,2012.0,1304.0,1.0,506.0,19694.0,4.0,17.0,37.0,16.9,68.0,15.0,18525.0
14076,2012.0,1303.0,1.0,506.0,72327.0,3.0,33.0,8.0,27.9,47.0,2.0,24183.0
14077,2012.0,1305.0,1.0,506.0,19628.0,4.0,15.0,21.0,22.6,33.0,2.0,16446.0
14078,2012.0,1503.0,1.0,506.0,15349.0,3.0,31.0,10.0,17.6,85.0,4.0,12875.0
14079,2012.0,1703.0,1.0,506.0,15600.0,4.0,25.0,6.0,18.3,54.0,14.0,11554.0
14080,2012.0,1605.0,1.0,506.0,50889.0,3.0,14.0,36.0,16.6,73.0,2.0,22193.0
14081,2012.0,1703.0,1.0,506.0,40000.0,4.0,23.0,26.0,19.0,48.0,2.0,20512.0
14082,2012.0,1904.0,1.0,506.0,40728.0,3.0,39.0,9.0,16.8,75.0,13.0,10626.0
14083,2012.0,1904.0,1.0,506.0,42300.0,4.0,2.0,41.0,13.4,68.0,2.0,21827.0
14084,2012.0,1304.0,1.0,512.0,39232.0,4.0,8.0,41.0,19.9,49.0,1.0,10816.0
14085,2012.0,1403.0,1.0,512.0,15165.0,4.0,14.0,39.0,21.9,31.0,2.0,13555.0
14086,2012.0,1404.0,1.0,512.0,24490.0,3.0,9.0,25.0,26.1,29.0,2.0,7833.0
14087,2012.0,1503.0,1.0,512.0,26530.0,3.0,26.0,31.0,18.8,27.0,14.0,16054.0
14088,2012.0,1504.0,1.0,512.0,50000.0,3.0,10.0,33.0,20.5,48.0,2.0,12073.0
14089,2012.0,1534.0,1.0,512.0,20281.0,5.0,37.0,15.0,20.1,45.0,2.0,15891.0
14090,2012.0,1604.0,1.0,512.0,63700.0,3.0,36.0,2.0,17.8,26.0,2.0,31818.0
14091,2012.0,1834.0,1.0,512.0,30132.0,3.0,21.0,23.0,14.4,42.0,2.0,14825.0
14092,2012.0,1904.0,1.0,512.0,21000.0,4.0,6.0,17.0,12.1,54.0,2.0,15253.0
14093,2012.0,1403.0,1.0,519.0,72327.0,3.0,33.0,6.0,24.7,40.0,2.0,25241.0
14094,2012.0,1404.0,1.0,519.0,50000.0,5.0,10.0,21.0,22.3,53.0,13.0,12613.0
14095,2012.0,1503.0,1.0,519.0,42300.0,4.0,2.0,14.0,20.6,45.0,2.0,21920.0
14096,2012.0,1534.0,1.0,519.0,63700.0,4.0,36.0,37.0,24.4,36.0,2.0,35877.0
14097,2012.0,1603.0,1.0,519.0,15600.0,4.0,25.0,26.0,23.6,41.0,2.0,9304.0
14098,2012.0,1704.0,1.0,519.0,40728.0,3.0,39.0,8.0,21.6,50.0,2.0,13915.0
14099,2012.0,1833.0,1.0,519.0,19694.0,3.0,17.0,23.0,19.1,43.0,2.0,16317.0
14100,2012.0,1904.0,1.0,519.0,47816.0,4.0,15.0,31.0,20.4,36.0,13.0,19643.0
14101,2012.0,1504.0,1.0,520.0,49970.0,3.0,41.0,9.0,22.7,35.0,13.0,25803.0
14102,2012.0,1933.0,1.0,525.0,40000.0,3.0,23.0,15.0,19.4,66.0,13.0,16657.0
14103,2012.0,1903.0,1.0,525.0,21000.0,3.0,6.0,9.0,17.4,69.0,13.0,8218.0
14104,2012.0,1404.0,1.0,526.0,19620.0,4.0,8.0,10.0,16.3,61.0,2.0,6870.0
14105,2012.0,1404.0,1.0,526.0,26530.0,3.0,26.0,17.0,25.9,28.0,2.0,16058.0
14106,2012.0,1404.0,1.0,526.0,20281.0,4.0,37.0,33.0,23.4,57.0,2.0,16556.0
14107,2012.0,1603.0,1.0,526.0,15165.0,3.0,14.0,25.0,21.4,56.0,13.0,10752.0
14108,2012.0,1704.0,1.0,526.0,30132.0,3.0,21.0,39.0,24.4,40.0,13.0,22766.0
14109,2012.0,1834.0,1.0,526.0,15349.0,3.0,31.0,2.0,20.4,39.0,3.0,12931.0
14110,2012.0,1904.0,1.0,526.0,49970.0,5.0,41.0,36.0,20.0,56.0,13.0,33836.0
14111,2012.0,1333.0,1.0,616.0,19694.0,4.0,17.0,8.0,19.1,90.0,27.0,13554.0
14112,2012.0,1834.0,1.0,616.0,40728.0,3.0,39.0,23.0,21.3,92.0,29.0,15010.0
14113,2012.0,1903.0,1.0,616.0,15600.0,4.0,25.0,31.0,20.7,96.0,15.0,9025.0
14114,2012.0,1904.0,1.0,616.0,72327.0,4.0,33.0,41.0,21.9,84.0,25.0,23273.0
14115,2012.0,1903.0,1.0,616.0,42300.0,3.0,2.0,37.0,22.7,64.0,15.0,23797.0
14116,2012.0,1905.0,1.0,616.0,15165.0,3.0,14.0,21.0,21.9,94.0,27.0,10612.0
14117,2012.0,1903.0,1.0,616.0,21000.0,3.0,6.0,36.0,24.3,93.0,27.0,14977.0
14118,2012.0,1904.0,1.0,616.0,19628.0,3.0,15.0,10.0,24.2,94.0,27.0,11538.0
14119,2012.0,1904.0,1.0,616.0,24490.0,3.0,9.0,26.0,21.3,87.0,27.0,9603.0
14120,2012.0,1403.0,1.0,623.0,39232.0,4.0,8.0,6.0,22.3,59.0,1.0,14759.0
14121,2012.0,1804.0,1.0,623.0,49970.0,4.0,41.0,15.0,22.8,72.0,2.0,22685.0
14122,2012.0,1804.0,1.0,623.0,20281.0,3.0,37.0,9.0,22.6,80.0,13.0,17696.0
14123,2012.0,1835.0,1.0,623.0,15349.0,3.0,31.0,39.0,21.1,77.0,8.0,13987.0
14124,2012.0,1835.0,1.0,623.0,50000.0,3.0,10.0,25.0,21.7,85.0,13.0,15304.0
14125,2012.0,1904.0,1.0,623.0,63700.0,5.0,36.0,17.0,22.3,71.0,2.0,39545.0
14126,2012.0,1904.0,1.0,623.0,26530.0,3.0,26.0,33.0,22.9,70.0,13.0,20590.0
14127,2012.0,1903.0,1.0,623.0,20000.0,4.0,23.0,14.0,24.4,49.0,13.0,16862.0
14128,2012.0,1904.0,1.0,623.0,30132.0,3.0,21.0,2.0,24.3,60.0,13.0,16727.0
14129,2012.0,1803.0,1.0,630.0,72327.0,3.0,33.0,23.0,24.7,63.0,2.0,26133.0
14130,2012.0,1834.0,1.0,630.0,19694.0,3.0,17.0,10.0,20.4,62.0,2.0,18722.0
14131,2012.0,1903.0,1.0,630.0,15600.0,4.0,25.0,37.0,22.9,71.0,2.0,12147.0
14132,2012.0,1904.0,1.0,630.0,26530.0,3.0,26.0,21.0,23.8,63.0,2.0,18056.0
14133,2012.0,1903.0,1.0,630.0,42300.0,3.0,2.0,39.0,25.7,59.0,2.0,35506.0
14134,2012.0,1903.0,1.0,630.0,15165.0,3.0,14.0,41.0,23.6,85.0,2.0,13923.0
14135,2012.0,1904.0,1.0,630.0,21000.0,3.0,6.0,31.0,24.5,87.0,27.0,14006.0
14136,2012.0,1903.0,1.0,630.0,47816.0,5.0,15.0,36.0,24.3,91.0,27.0,36723.0
14137,2012.0,1903.0,1.0,630.0,24490.0,3.0,9.0,8.0,26.1,89.0,27.0,10345.0
14138,2012.0,1403.0,1.0,707.0,19620.0,3.0,8.0,2.0,25.7,57.0,2.0,7673.0
14139,2012.0,1803.0,1.0,707.0,63700.0,4.0,36.0,9.0,22.1,86.0,27.0,30047.0
14140,2012.0,1804.0,1.0,707.0,20281.0,3.0,37.0,26.0,26.3,78.0,2.0,14133.0
14141,2012.0,1834.0,1.0,707.0,40728.0,3.0,39.0,25.0,19.5,93.0,27.0,12787.0
14142,2012.0,1835.0,1.0,707.0,49970.0,3.0,41.0,6.0,20.8,94.0,15.0,24633.0
14143,2012.0,1904.0,1.0,707.0,54224.0,4.0,31.0,23.0,21.2,93.0,29.0,25459.0
14144,2012.0,1903.0,1.0,707.0,15454.0,3.0,33.0,15.0,22.2,85.0,27.0,9751.0
14145,2012.0,1905.0,1.0,707.0,30132.0,3.0,21.0,17.0,24.8,58.0,2.0,15062.0
14146,2012.0,1905.0,1.0,707.0,50000.0,3.0,10.0,14.0,21.5,82.0,2.0,12769.0
14147,2012.0,1803.0,1.0,714.0,20281.0,3.0,37.0,31.0,27.0,80.0,2.0,14092.0
14148,2012.0,1903.0,1.0,714.0,15600.0,3.0,25.0,21.0,29.9,68.0,2.0,9635.0
14149,2012.0,1903.0,1.0,714.0,42300.0,3.0,2.0,36.0,24.9,82.0,2.0,33998.0
14150,2012.0,1905.0,1.0,714.0,15165.0,3.0,14.0,8.0,26.9,87.0,13.0,11367.0
14151,2012.0,1903.0,1.0,714.0,40000.0,3.0,23.0,17.0,27.8,80.0,13.0,24397.0
14152,2012.0,1903.0,1.0,714.0,21000.0,3.0,6.0,33.0,27.9,77.0,13.0,14966.0
14153,2012.0,1904.0,1.0,714.0,47816.0,4.0,15.0,39.0,28.7,75.0,13.0,26534.0
14154,2012.0,1904.0,1.0,714.0,50000.0,3.0,10.0,26.0,23.6,96.0,29.0,11585.0
14155,2012.0,1904.0,1.0,714.0,24490.0,3.0,9.0,41.0,26.7,90.0,13.0,13891.0
14156,2012.0,1604.0,1.0,728.0,19620.0,3.0,8.0,23.0,27.4,59.0,2.0,8360.0
14157,2012.0,1803.0,1.0,728.0,63700.0,4.0,36.0,14.0,31.3,62.0,2.0,28142.0
14158,2012.0,1834.0,1.0,728.0,19694.0,3.0,17.0,9.0,27.6,78.0,2.0,14611.0
14159,2012.0,1834.0,1.0,728.0,40728.0,3.0,39.0,10.0,29.0,77.0,13.0,15496.0
14160,2012.0,1834.0,1.0,728.0,49970.0,4.0,41.0,2.0,29.5,69.0,2.0,23430.0
14161,2012.0,1905.0,1.0,728.0,15349.0,3.0,31.0,15.0,27.8,85.0,2.0,11844.0
14162,2012.0,1903.0,1.0,728.0,26530.0,3.0,26.0,25.0,29.1,68.0,2.0,14716.0
14163,2012.0,1904.0,1.0,728.0,72327.0,3.0,33.0,37.0,28.8,72.0,2.0,24187.0
14164,2012.0,1904.0,1.0,728.0,30132.0,3.0,21.0,6.0,28.2,76.0,2.0,17471.0
14165,2012.0,1804.0,1.0,804.0,63700.0,3.0,36.0,41.0,29.5,70.0,13.0,34267.0
14166,2012.0,1834.0,1.0,804.0,19694.0,3.0,17.0,33.0,25.9,85.0,13.0,17935.0
14167,2012.0,1903.0,1.0,804.0,42300.0,3.0,2.0,31.0,29.2,64.0,2.0,25050.0
14168,2012.0,1904.0,1.0,804.0,15165.0,3.0,14.0,26.0,28.4,73.0,2.0,12972.0
14169,2012.0,1903.0,1.0,804.0,20000.0,3.0,23.0,21.0,29.8,65.0,2.0,10034.0
14170,2012.0,1903.0,1.0,804.0,21000.0,3.0,6.0,25.0,29.6,62.0,2.0,12964.0
14171,2012.0,1904.0,1.0,804.0,19628.0,3.0,15.0,8.0,30.4,62.0,2.0,8226.0
14172,2012.0,1904.0,1.0,804.0,50000.0,3.0,10.0,37.0,29.8,58.0,2.0,16448.0
14173,2012.0,1904.0,1.0,804.0,24490.0,3.0,9.0,39.0,30.3,53.0,2.0,12844.0
14174,2012.0,1403.0,1.0,811.0,39232.0,3.0,8.0,17.0,24.3,63.0,1.0,11945.0
14175,2012.0,1803.0,1.0,811.0,20281.0,3.0,37.0,23.0,25.7,86.0,13.0,16877.0
14176,2012.0,1834.0,1.0,811.0,40728.0,3.0,39.0,14.0,26.9,87.0,13.0,14649.0
14177,2012.0,1903.0,1.0,811.0,15600.0,4.0,25.0,10.0,28.0,81.0,27.0,11057.0
14178,2012.0,1904.0,1.0,811.0,15349.0,3.0,31.0,41.0,27.6,89.0,13.0,13478.0
14179,2012.0,1903.0,1.0,811.0,26530.0,3.0,26.0,9.0,28.1,72.0,13.0,12509.0
14180,2012.0,1903.0,1.0,811.0,15454.0,3.0,33.0,2.0,28.1,82.0,13.0,11992.0
14181,2012.0,1903.0,1.0,811.0,21000.0,3.0,6.0,15.0,25.4,95.0,27.0,18578.0
14182,2012.0,1904.0,1.0,811.0,30132.0,3.0,21.0,36.0,27.6,80.0,2.0,14161.0
14183,2012.0,1403.0,1.0,818.0,19620.0,3.0,8.0,21.0,25.1,67.0,2.0,8117.0
14184,2012.0,1834.0,1.0,818.0,49970.0,4.0,41.0,25.0,27.8,70.0,2.0,18342.0
14185,2012.0,1904.0,1.0,818.0,19694.0,3.0,17.0,31.0,26.9,86.0,13.0,17715.0
14186,2012.0,1904.0,1.0,818.0,63700.0,5.0,36.0,39.0,28.0,76.0,13.0,44131.0
14187,2012.0,1903.0,1.0,818.0,72327.0,3.0,33.0,26.0,28.3,74.0,2.0,33584.0
14188,2012.0,1903.0,1.0,818.0,42300.0,3.0,2.0,10.0,29.3,72.0,2.0,32014.0
14189,2012.0,1904.0,1.0,818.0,15165.0,3.0,14.0,15.0,25.1,89.0,2.0,10939.0
14190,2012.0,1904.0,1.0,818.0,40000.0,3.0,23.0,6.0,26.1,89.0,13.0,30354.0
14191,2012.0,1905.0,1.0,818.0,24490.0,3.0,9.0,37.0,27.0,71.0,13.0,11933.0
14192,2012.0,1804.0,1.0,825.0,50889.0,3.0,37.0,36.0,26.8,77.0,2.0,23188.0
14193,2012.0,1834.0,1.0,825.0,40728.0,3.0,39.0,2.0,28.4,74.0,2.0,12729.0
14194,2012.0,1903.0,1.0,825.0,15600.0,5.0,25.0,17.0,29.3,67.0,2.0,11993.0
14195,2012.0,1904.0,1.0,825.0,15349.0,3.0,31.0,14.0,27.9,77.0,2.0,13248.0
14196,2012.0,1904.0,1.0,825.0,26530.0,4.0,26.0,23.0,29.1,59.0,14.0,18915.0
14197,2012.0,1904.0,1.0,825.0,21000.0,3.0,6.0,8.0,29.6,63.0,2.0,15056.0
14198,2012.0,1905.0,1.0,825.0,19628.0,3.0,15.0,33.0,29.1,75.0,2.0,14336.0
14199,2012.0,1904.0,1.0,825.0,30132.0,3.0,21.0,9.0,29.1,69.0,2.0,13471.0
14200,2012.0,1905.0,1.0,825.0,50000.0,3.0,10.0,41.0,28.2,67.0,2.0,23656.0
14201,2012.0,1403.0,1.0,901.0,39232.0,3.0,8.0,37.0,23.5,71.0,1.0,10783.0
14202,2012.0,1803.0,1.0,901.0,63700.0,3.0,36.0,25.0,27.5,64.0,2.0,39814.0
14203,2012.0,1834.0,1.0,901.0,49970.0,4.0,41.0,33.0,25.0,86.0,13.0,26950.0
14204,2012.0,1904.0,1.0,901.0,19694.0,3.0,17.0,26.0,26.4,79.0,20.0,17159.0
14205,2012.0,1904.0,1.0,901.0,40728.0,4.0,39.0,21.0,26.3,84.0,9.0,13798.0
14206,2012.0,1903.0,1.0,901.0,42300.0,3.0,2.0,15.0,28.9,51.0,2.0,24601.0
14207,2012.0,1903.0,1.0,901.0,15165.0,4.0,14.0,10.0,26.8,77.0,2.0,11115.0
14208,2012.0,1903.0,1.0,901.0,20000.0,4.0,23.0,31.0,26.9,73.0,2.0,14193.0
14209,2012.0,1904.0,1.0,901.0,24490.0,3.0,9.0,6.0,25.4,63.0,2.0,19729.0
14210,2012.0,1833.0,1.0,915.0,15400.0,3.0,25.0,9.0,27.8,62.0,2.0,10012.0
14211,2012.0,1904.0,1.0,915.0,15349.0,3.0,31.0,8.0,26.3,84.0,2.0,10445.0
14212,2012.0,1903.0,1.0,915.0,26530.0,3.0,26.0,39.0,27.6,71.0,2.0,18088.0
14213,2012.0,1903.0,1.0,915.0,72327.0,3.0,33.0,36.0,27.4,73.0,2.0,34954.0
14214,2012.0,1904.0,1.0,915.0,20281.0,4.0,37.0,41.0,27.2,76.0,2.0,13714.0
14215,2012.0,1903.0,1.0,915.0,21000.0,5.0,6.0,2.0,24.0,87.0,20.0,17381.0
14216,2012.0,1915.0,1.0,915.0,47816.0,3.0,15.0,23.0,24.7,90.0,22.0,24544.0
14217,2012.0,1904.0,1.0,915.0,45000.0,3.0,21.0,14.0,25.8,59.0,13.0,13091.0
14218,2012.0,1904.0,1.0,915.0,50000.0,3.0,10.0,17.0,24.0,89.0,29.0,25352.0
14219,2012.0,1402.0,1.0,922.0,19620.0,3.0,8.0,25.0,21.2,78.0,6.0,7474.0
14220,2012.0,1534.0,1.0,922.0,19694.0,4.0,17.0,21.0,23.3,67.0,2.0,15509.0
14221,2012.0,1403.0,1.0,922.0,40728.0,4.0,39.0,33.0,25.5,73.0,2.0,16845.0
14222,2012.0,1604.0,1.0,922.0,15165.0,3.0,14.0,2.0,25.9,69.0,3.0,11118.0
14223,2012.0,1804.0,1.0,922.0,19628.0,3.0,15.0,37.0,26.3,55.0,13.0,15302.0
14224,2012.0,1604.0,1.0,922.0,63700.0,3.0,36.0,6.0,24.3,69.0,3.0,46046.0
14225,2012.0,1904.0,1.0,922.0,49970.0,3.0,41.0,26.0,23.7,76.0,13.0,34822.0
14226,2012.0,1904.0,1.0,922.0,20000.0,4.0,23.0,10.0,25.2,64.0,13.0,15870.0
14227,2012.0,1904.0,1.0,922.0,24490.0,3.0,9.0,31.0,18.8,71.0,27.0,12651.0
14228,2012.0,1603.0,1.0,929.0,15600.0,3.0,25.0,33.0,27.8,65.0,13.0,11316.0
14229,2012.0,1904.0,1.0,929.0,54224.0,4.0,31.0,36.0,25.3,74.0,13.0,26106.0
14230,2012.0,1405.0,1.0,929.0,49970.0,4.0,41.0,14.0,28.1,55.0,2.0,22165.0
14231,2012.0,1904.0,1.0,929.0,26530.0,3.0,26.0,8.0,25.4,64.0,2.0,20909.0
14232,2012.0,1403.0,1.0,929.0,42300.0,3.0,2.0,23.0,25.9,58.0,2.0,22079.0
14233,2012.0,1304.0,1.0,929.0,20281.0,4.0,37.0,17.0,28.2,69.0,2.0,12131.0
14234,2012.0,1603.0,1.0,929.0,21000.0,3.0,6.0,39.0,23.8,78.0,33.0,14163.0
14235,2012.0,1403.0,1.0,929.0,30132.0,4.0,21.0,15.0,25.1,66.0,15.0,12868.0
14236,2012.0,1333.0,1.0,929.0,50000.0,4.0,10.0,9.0,22.5,67.0,13.0,15463.0
14237,2012.0,1904.0,1.0,1006.0,63700.0,2.0,36.0,8.0,22.6,80.0,2.0,30692.0
14238,2012.0,1404.0,1.0,1006.0,72327.0,3.0,33.0,10.0,27.0,56.0,2.0,36412.0
14239,2012.0,1504.0,1.0,1006.0,42300.0,3.0,2.0,21.0,23.0,54.0,13.0,23849.0
14240,2012.0,1534.0,1.0,1006.0,50889.0,2.0,14.0,37.0,24.9,56.0,2.0,28745.0
14241,2012.0,1304.0,1.0,1006.0,19628.0,2.0,15.0,9.0,26.7,38.0,2.0,10013.0
14242,2012.0,1904.0,1.0,1006.0,19694.0,3.0,17.0,6.0,20.4,74.0,13.0,18003.0
14243,2012.0,1503.0,1.0,1006.0,40728.0,3.0,39.0,41.0,24.6,83.0,29.0,15118.0
14244,2012.0,1503.0,1.0,1006.0,15349.0,2.0,31.0,26.0,25.1,71.0,13.0,10769.0
14245,2012.0,1503.0,1.0,1006.0,20000.0,2.0,23.0,25.0,26.5,41.0,13.0,8793.0
